Time,Plasmact,H-alpha,Mirnov,DeltaR,SXR
81.41999817,-7.056678366,-0.029279999,0.080519997,28.71061887,0.02196
81.44000244,-7.056724248,-0.01464,0.07564,28.89727886,0.026839999
81.45999908,-7.056770113,-0.01952,0.085397208,29.08386767,0.043916277
81.47999573,-7.056815978,-0.00976,0.078079998,29.27045647,0.034159999
81.5,-7.05686186,0.00488,0.082959995,29.45711646,0.0244
81.51999664,-7.056907725,-0.01708,0.068320929,29.64370527,0.02196
81.54000092,-7.056953607,-0.00976,0.070762789,29.83036526,0.02196093
81.55999756,-7.056999472,-0.00488,0.078079998,30.01695406,0.0244
81.58000183,-7.057045354,-0.01952,0.065880001,30.20361405,0.0244
81.59999847,-7.057091219,-0.00732,0.085406514,30.39020286,0.024399069
81.61999512,-7.057137083,-0.00488,0.102479994,30.38679614,0.02196
81.63999939,-7.057182966,-0.0122,0.107359998,30.38331558,0.01952
81.65999603,-7.05722883,-0.0122,0.104912555,30.37983634,0.031715345
81.68000031,-7.057274713,-0.00488,0.085395347,30.37635578,0.01952093
81.69999695,-7.057320577,-0.0122,0.073200002,30.37287654,0.02196
81.72000122,-7.05736646,-0.01708,0.09516,30.36939598,0.01952
81.73999786,-7.057412324,-0.00244,0.078085582,30.36591674,0.021959069
81.76000214,-7.057458206,-0.0122,0.092718141,30.36243618,0.019521861
81.77999878,-7.057504071,-0.00976,0.087839998,30.35895694,0.0244
81.79999542,-7.057549936,-0.00244,0.082954411,30.35547771,0.02196
81.81999969,-7.057595771,-0.00976,0.068318138,30.23338655,0.02196
81.83999634,-7.057641588,-0.046360001,0.063439995,30.11129673,0.02196
81.86000061,-7.057687422,-0.041479997,0.078079998,29.98916032,0.02196
81.87999725,-7.057733239,-0.00976,0.07808186,29.86707049,0.02196
81.90000153,-7.057779074,0.0122,0.082955342,29.74493408,0.02196
81.91999817,-7.057824891,-0.029279999,0.070759997,29.62284426,0.02196
81.93999481,-7.057870708,0.00732,0.046360001,29.50075443,0.036596279
81.95999908,-7.057916542,-0.036600001,0.046360932,29.37861802,0.026839069
81.97999573,-7.057962359,0.01708,0.048799999,29.25652819,0.0244
82,-7.058008194,-0.00732,0.068319999,29.13439178,0.0244
82.01999664,-7.058054011,-0.034159999,0.070760927,29.15920508,0.02684093
82.04000092,-7.058099846,-0.036600001,0.073201863,29.18402785,0.02928093
82.05999756,-7.058145663,-0.031719998,0.078079998,29.20884115,0.031719998
82.08000183,-7.058191497,-0.0244,0.070759997,29.23366391,0.029279999
82.09999847,-7.058237314,0.00732,0.068324652,29.25847721,0.02196
82.11999512,-7.058283131,-0.01708,0.080519997,29.28329051,0.02196
82.13999939,-7.058328966,-0.00976,0.082959995,29.30811327,0.02196
82.15999603,-7.058374783,-0.01464,0.087840929,29.33292657,0.021963722
82.18000031,-7.058420617,-0.00976,0.090280927,29.35774934,0.031720928
82.19999695,-7.058466434,-0.00976,0.092720002,29.38256264,0.034159999
82.22000122,-7.058512361,-0.00488,0.082959995,29.41446429,0.029279999
82.23999786,-7.05855827,-0.00488,0.078080929,29.44635377,0.026841861
82.26000214,-7.058604196,-0.0122,0.080530233,29.47825542,0.031718136
82.27999878,-7.058650105,-0.01464,0.107359998,29.5101449,0.026839999
82.29999542,-7.058696014,-0.0244,0.09760279,29.54203438,0.031719998
82.31999969,-7.05874194,-0.01708,0.104913486,29.57393603,0.031719998
82.33999634,-7.058787849,-0.01708,0.087839998,29.60582551,0.031719998
82.36000061,-7.058833776,-0.00976,0.087839998,29.63772716,0.029279999
82.37999725,-7.058879685,-0.0122,0.087839068,29.66961664,0.031718136
82.40000153,-7.058925611,-0.0122,0.085402792,29.70151829,0.026841861
82.41999817,-7.059406024,-0.01464,0.092720002,29.7385144,0.031719998
82.43999481,-7.059886602,-0.01464,0.104914416,29.77551246,0.026839069
82.45999908,-7.060367364,-0.0122,0.090280927,29.81252464,0.0244
82.47999573,-7.060847943,-0.01708,0.092720002,29.8495227,0.0244
82.5,-7.061328705,-0.01464,0.087839998,29.88653488,0.026839999
82.51999664,-7.061809283,-0.0244,0.085406514,29.92353294,0.026839999
82.54000092,-7.062290045,-0.02196,0.102478133,29.96054512,0.02684093
82.55999756,-7.062770623,-0.01708,0.097599998,29.99754318,0.029279999
82.58000183,-7.063251385,-0.01952,0.092720002,30.03455536,0.029279999
82.59999847,-7.063731964,0.00976,0.109801857,30.07155342,0.031719067
82.61999512,-7.063777947,0.00732,0.11468,30.07156163,0.029279999
82.63999939,-7.063823781,-0.01952,0.092720002,30.07155571,0.029279999
82.65999603,-7.063869598,-0.026839999,0.090277205,30.0715498,0.029279069
82.68000031,-7.063915433,0.026839999,0.082956272,30.07154389,0.026839999
82.69999695,-7.06396125,-0.029279999,0.073200002,30.07153797,0.026839999
82.72000122,-7.064007085,0.01464,0.087839998,30.07153206,0.026839999
82.73999786,-7.064052902,-0.036600001,0.097595345,30.07152615,0.029279999
82.76000214,-7.064098736,-0.0244,0.085395347,30.07152023,0.029281861
82.77999878,-7.064144553,0,0.073200002,30.07151432,0.034159999
82.79999542,-7.06419037,0.00488,0.082959064,30.07150841,0.02928093
82.81999969,-7.0642363,-0.00488,0.08052558,29.88583022,0.031719067
82.83999634,-7.064282213,0,0.09516,29.70015204,0.029279999
82.86000061,-7.064328142,-0.0122,0.090279996,29.51440302,0.029279999
82.87999725,-7.064374055,-0.01708,0.082953481,29.32872483,0.031719998
82.90000153,-7.064419985,-0.01708,0.065881862,29.14297581,0.031718136
82.91999817,-7.064465897,-0.00976,0.070759997,28.95729762,0.026839999
82.93999481,-7.06451181,-0.0244,0.090279996,28.77161944,0.029279069
82.95999908,-7.06455774,-0.02196,0.090276274,28.58587042,0.026842791
82.97999573,-7.064603652,-0.02196,0.080519997,28.40019223,0.034159999
83,-7.064649582,-0.034159999,0.07564,28.21444321,0.029279999
83.01999664,-7.063825924,-0.0244,0.073199072,27.93663374,0.029279999
83.04000092,-7.063001951,-0.01708,0.070768372,27.65871827,0.02928093
83.05999756,-7.062178293,-0.031719998,0.092720002,27.3809088,0.031719998
83.08000183,-7.061354321,-0.026839999,0.107359998,27.10299334,0.029279999
83.09999847,-7.060530663,-0.0244,0.102477203,26.82518387,0.029279999
83.11999512,-7.059707004,-0.01952,0.09516,26.5473744,0.029279999
83.13999939,-7.058883032,-0.00732,0.097599998,26.26945893,0.02196
83.15999603,-7.058059374,-0.00488,0.090279996,25.99164946,0.029278138
83.18000031,-7.057235401,-0.00732,0.090287441,25.713734,0.02440093
83.19999695,-7.056411743,-0.00976,0.109799996,25.43592453,0.026839999
83.22000122,-7.056892516,-0.00976,0.097599998,25.7527871,0.026839999
83.23999786,-7.057373106,-0.01464,0.075651167,26.06952882,0.031717206
83.26000214,-7.057853878,-0.01952,0.10492093,26.3863914,0.02440093
83.27999878,-7.058334468,0.00488,0.107359998,26.70313312,0.026839999
83.29999542,-7.058815057,-0.00976,0.092721863,27.01987484,0.029276277
83.31999969,-7.05929583,-0.01464,0.097594415,27.33673741,0.01952093
83.33999634,-7.05977642,-0.00732,0.082959995,27.65347914,0.02196
83.36000061,-7.060257193,0,0.0854,27.97034171,0.031719998
83.37999725,-7.060737782,0.00976,0.09760372,28.28708343,0.029278138
83.40000153,-7.061218555,0.00976,0.107359998,28.603946,0.0244
83.41999817,-7.061264538,-0.029279999,0.107359998,28.55300942,0.0244
83.43999481,-7.061310355,-0.026839999,0.121997202,28.50193251,0.031719998
83.45999908,-7.06135619,0,0.11468,28.45083611,0.03172465
83.47999573,-7.061402007,-0.034159999,0.11468,28.39975919,0.043919999
83.5,-7.061447841,-0.01708,0.102479994,28.34866279,0.02196
83.51999664,-7.061493658,0.00976,0.107359067,28.29758588,0.021959069
83.54000092,-7.061539493,-0.01952,0.104917208,28.24648947,0.01952
83.55999756,-7.06158531,-0.02196,0.097599998,28.19541256,0.01952
83.58000183,-7.061631145,-0.034159999,0.07564,28.14431616,0.036600001
83.59999847,-7.061676962,-0.01952,0.080523719,28.09323924,0.017082791
83.61999512,-7.061722779,0,0.090279996,28.07212374,0.0244
83.63999939,-7.061768613,-0.0122,0.102479994,28.05101161,0.0244
83.65999603,-7.06181443,-0.0122,0.097595345,28.02990754,0.031721859
83.68000031,-7.061860265,-0.01464,0.085394417,28.00879542,0.036668865
83.69999695,-7.061906082,-0.00732,0.070759997,27.98769135,0.217160001
83.72000122,-7.061951916,-0.0122,0.078079998,27.96657922,0.029279999
83.73999786,-7.061997733,-0.00976,0.082958134,27.94547515,0.034157208
83.76000214,-7.062043568,-0.00732,0.07808279,27.92436303,0.026845583
