Time,Plasmact,H-alpha,Mirnov,DeltaR,SXR
93.29999542,4.267962206,-0.0122,0.070763719,95.41342055,0.046354417
93.31999969,4.268616241,0.00488,0.080516274,94.9861665,0.03172372
93.33999634,4.269270025,-0.0122,0.070759997,94.55907539,0.041479997
93.36000061,4.26992406,-0.00732,0.073200002,94.13182134,0.041479997
93.37999725,4.270577844,-0.00488,0.068315346,93.70473024,0.034162791
93.40000153,4.271231879,-0.01464,0.056123723,93.27747618,0.041475344
93.41999817,4.271885618,-0.00732,0.065880001,97.09122223,0.029279999
93.43999481,4.272539357,-0.00732,0.068319999,100.9065869,0.036600932
93.45999908,4.273193346,-0.00976,0.068320929,104.7234073,0.039039069
93.47999573,4.273847086,-0.00976,0.070759997,108.538772,0.036600001
93.5,4.274501074,-0.0122,0.07564,112.3555923,0.036600001
93.51999664,4.275154814,0.00244,0.07808186,116.170957,0.036600932
93.54000092,4.275808802,-0.00244,0.082960925,119.9877774,0.03904093
93.55999756,4.276462542,-0.0122,0.0854,123.8031421,0.041479997
93.58000183,4.27711653,-0.00976,0.090279996,127.6199625,0.036600001
93.59999847,4.27777027,-0.00732,0.092715349,131.4353271,0.039039069
93.61999512,4.277989509,-0.01952,0.080519997,126.4370886,0.036600001
93.63999939,4.278208666,0,0.087839998,121.4335777,0.041479997
93.65999603,4.278427739,-0.01464,0.078073484,116.4319751,0.039039999
93.68000031,4.278646896,-0.00244,0.061003719,111.4284643,0.03904093
93.69999695,4.278865969,-0.02196,0.070759997,106.4268617,0.041479997
93.72000122,4.279085126,0.0122,0.073200002,101.4233509,0.036600001
93.73999786,4.279304199,-0.026839999,0.063441856,96.42174833,0.034161861
93.76000214,4.279523356,0,0.068318138,91.41823749,0.039039069
93.77999878,4.279742429,0.00244,0.063439995,86.41663493,0.036600001
93.79999542,4.279961502,-0.01708,0.075641862,81.41503236,0.041476275
93.81999969,4.280615421,-0.01708,0.080517205,81.33884419,0.031719067
93.83999634,4.281269255,-0.034159999,0.073200002,81.2645643,0.029279999
93.86000061,4.28192334,-0.02196,0.082959995,81.19025606,0.034159999
93.87999725,4.282577174,0.00244,0.090279066,81.11597617,0.036600001
93.90000153,4.283231258,0.00976,0.08784279,81.04166794,0.036600001
93.91999817,4.283885093,-0.01708,0.09516,80.96738805,0.036600001
93.93999481,4.284538928,0.00732,0.073199072,80.89310815,0.036600932
93.95999908,4.285193012,-0.00488,0.070762789,80.81879992,0.039038138
93.97999573,4.285846847,-0.00488,0.078079998,80.74452003,0.034159999
94,4.286500931,-0.01464,0.073200002,80.67021179,0.036600001
94.01999664,4.286719956,-0.00732,0.075645584,84.77098672,0.041479067
94.04000092,4.286939065,-0.00488,0.090274413,88.87332622,0.039039069
94.05999756,4.287158091,0,0.07564,92.97410115,0.036600001
94.08000183,4.2873772,-0.00244,0.090279996,97.07644065,0.039039999
94.09999847,4.287596226,0,0.085391625,101.1772156,0.041479067
94.11999512,4.287815251,-0.00244,0.063439995,105.2779905,0.039039999
94.13999939,4.28803436,-0.00732,0.078079998,109.38033,0.036600001
94.15999603,4.288253386,-0.00488,0.065893029,113.4811049,0.039044652
94.18000031,4.288472495,-0.00488,0.100031621,117.5834444,0.051241858
94.19999695,4.288691521,0.00244,0.078079998,121.6842194,0.056120001
94.22000122,4.288910661,-0.0122,0.078079998,118.6041154,0.046360001
94.23999786,4.289129717,-0.00732,0.078078137,115.5251861,0.036600932
94.26000214,4.289348857,-0.00732,0.073193488,112.4450821,0.039039069
94.27999878,4.289567914,-0.00488,0.056120001,109.3661529,0.036600001
94.29999542,4.28978697,-0.00732,0.070763719,106.2872236,0.036600932
